outer_step,task,lam,inner_lr,inner_steps,pre/loss_train,pre/loss_related,pre/kl_related,post/loss_train,post/loss_related,post/kl_related,base/loss_train,base/loss_related
0,german,0.5,0.0005,5,3.8469181060791016,4.061581611633301,0.0005455882055684924,3.801708936691284,4.014591217041016,0.0007163416594266891,3.8544983863830566,4.0693359375
0,korean,0.5,0.0005,5,3.220630168914795,3.2877368927001953,0.0008315843879245222,3.2027835845947266,3.2687973976135254,0.0008261696202680469,3.222785711288452,3.2904930114746094
0,mandarin,0.5,0.0005,5,4.358097553253174,4.544658660888672,0.0006027243216522038,4.302910804748535,4.480575084686279,0.0009739132365211844,4.365835666656494,4.553990840911865
0,spanish,0.5,0.0005,5,3.7268989086151123,3.9807631969451904,0.0006300454260781407,3.6804685592651367,3.9313573837280273,0.0010390636743977666,3.732790231704712,3.9894864559173584
10,german,0.5,0.0005,5,3.6842548847198486,3.890075922012329,0.0018831526394933462,3.602404832839966,3.810765504837036,0.003262005979195237,3.8544983863830566,4.0693359375
10,korean,0.5,0.0005,5,3.1157400608062744,3.173443555831909,0.0018100093584507704,3.0846750736236572,3.1443493366241455,0.0021490694489330053,3.222785711288452,3.2904930114746094
10,mandarin,0.5,0.0005,5,4.197110176086426,4.365189552307129,0.001632146304473281,4.112869739532471,4.271920204162598,0.0028363598976284266,4.365835666656494,4.553990840911865
10,spanish,0.5,0.0005,5,3.574531078338623,3.8135719299316406,0.0022029553074389696,3.501413583755493,3.741889715194702,0.004087255802005529,3.732790231704712,3.9894864559173584
20,german,0.5,0.0005,5,3.4547626972198486,3.6535141468048096,0.009542361833155155,3.3946046829223633,3.593811273574829,0.013863148167729378,3.8544983863830566,4.0693359375
20,korean,0.5,0.0005,5,2.964076042175293,3.0163309574127197,0.005890608765184879,2.9361720085144043,2.9848241806030273,0.00738688837736845,3.222785711288452,3.2904930114746094
20,mandarin,0.5,0.0005,5,3.9677436351776123,4.113490581512451,0.006221843417733908,3.8897790908813477,4.031618118286133,0.008865529671311378,4.365835666656494,4.553990840911865
20,spanish,0.5,0.0005,5,3.3523521423339844,3.578237771987915,0.012080006301403046,3.2776846885681152,3.495966672897339,0.01812620460987091,3.732790231704712,3.9894864559173584
30,german,0.5,0.0005,5,3.239224433898926,3.422261953353882,0.0354805514216423,3.165419340133667,3.3501768112182617,0.04432209953665733,3.8544983863830566,4.0693359375
30,korean,0.5,0.0005,5,2.8093907833099365,2.846505880355835,0.017093587666749954,2.7811062335968018,2.8137712478637695,0.020966658368706703,3.222785711288452,3.2904930114746094
30,mandarin,0.5,0.0005,5,3.7182998657226562,3.841933012008667,0.01921854168176651,3.6371278762817383,3.7553982734680176,0.026390399783849716,4.365835666656494,4.553990840911865
30,spanish,0.5,0.0005,5,3.13420033454895,3.3323471546173096,0.039497505873441696,3.0625293254852295,3.261308431625366,0.0477985255420208,3.732790231704712,3.9894864559173584
40,german,0.5,0.0005,5,3.025599241256714,3.2029783725738525,0.07550649344921112,2.9710512161254883,3.142819404602051,0.08565029501914978,3.8544983863830566,4.0693359375
40,korean,0.5,0.0005,5,2.6647214889526367,2.6900250911712646,0.04327283799648285,2.637389659881592,2.662027597427368,0.05149797350168228,3.222785711288452,3.2904930114746094
40,mandarin,0.5,0.0005,5,3.4694249629974365,3.5753746032714844,0.04913918673992157,3.3972043991088867,3.494950294494629,0.06508980691432953,4.365835666656494,4.553990840911865
40,spanish,0.5,0.0005,5,2.9202370643615723,3.1085286140441895,0.07760497182607651,2.850491523742676,3.0292837619781494,0.08823231607675552,3.732790231704712,3.9894864559173584
50,german,0.5,0.0005,5,2.8263723850250244,2.990041494369507,0.12032270431518555,2.777921676635742,2.9354872703552246,0.13112370669841766,3.8544983863830566,4.0693359375
